f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24
0.8603129999999999,0.020999599999999997,0.126503,0.0334023,0.8408909999999999,0.174968,0.760001,0.9127040000000001,0.9803790000000001,0.950903,0.7366090000000001,0.9427209999999999,0.478509,0.15631099999999998,0.20436700000000002,0.214464,0.8770110000000001,0.613237,0.486883,0.944154,0.666848,0.6836720000000001,0.654867,0.688542
0.850018,0.0202289,0.117327,0.031595599999999995,0.806458,0.257745,0.7782819999999999,0.8759629999999999,0.957649,0.916731,0.600749,0.916443,0.43718100000000004,0.166802,0.282406,0.181834,0.907473,0.5678880000000001,0.415509,0.981052,0.6258600000000001,0.728406,0.617338,0.7318819999999999
0.866242,0.021522799999999998,0.122026,0.0357245,0.8326979999999999,0.187603,0.770494,0.902509,0.966571,0.938925,0.718724,0.931276,0.51021,0.166184,0.184829,0.243912,0.884149,0.642387,0.510284,0.936061,0.696823,0.658961,0.670702,0.671533
0.722809,0.017005799999999998,0.304311,0.0352413,0.407882,0.935824,0.934591,0.5232479999999999,0.6460779999999999,0.0957203,0.966082,0.498561,0.250254,0.596244,0.730979,0.5261399999999999,0.6853640000000001,0.187853,0.332023,0.9352440000000001,0.613949,0.74566,0.605487,0.7488229999999999
0.710601,0.0167274,0.30983299999999997,0.0305411,0.37354899999999996,0.935031,0.941699,0.5020789999999999,0.567817,0.0964157,0.963578,0.401512,0.22361999999999999,0.620686,0.7577689999999999,0.5497310000000001,0.6149020000000001,0.11845499999999999,0.378873,0.9194680000000001,0.5692619999999999,0.790049,0.5801390000000001,0.783071
0.718288,0.018489099999999998,0.305374,0.0347608,0.42373299999999997,0.9283040000000001,0.943291,0.546905,0.6399060000000001,0.130437,0.9547760000000001,0.479889,0.318338,0.650888,0.785361,0.583496,0.697689,0.266171,0.37754,0.9258379999999999,0.6263340000000001,0.728454,0.635184,0.719705
0.6887449999999999,0.0166295,0.315828,0.028954900000000002,0.382995,0.9328040000000001,0.935633,0.5238649999999999,0.5250090000000001,0.11449200000000001,0.969133,0.385395,0.294336,0.6822010000000001,0.7907850000000001,0.614062,0.5676979999999999,0.250055,0.431227,0.921692,0.522636,0.835831,0.544035,0.829377
0.712621,0.0160299,0.307118,0.0339651,0.372973,0.931392,0.930426,0.503498,0.613119,0.0,0.964843,0.455686,0.19733599999999998,0.5810029999999999,0.7136979999999999,0.519494,0.616445,0.0,0.352236,0.937449,0.579547,0.787724,0.580815,0.789365
0.690603,0.0196958,0.263376,0.0262187,0.230015,0.9225180000000001,0.753265,0.09446439999999999,0.78868,0.492105,0.963952,0.6628970000000001,0.38238099999999997,0.711821,0.815325,0.65883,0.6277,0.322759,0.45263000000000003,0.9006049999999999,0.592349,0.808243,0.57789,0.813167
0.619999,0.015867600000000003,0.312013,0.029844799999999998,0.351265,0.926876,0.894482,0.507815,0.516677,0.218768,0.967584,0.30371,0.476396,0.7839619999999999,0.8615149999999999,0.760355,0.391941,0.455319,0.5904050000000001,0.811016,0.644328,0.759861,0.621687,0.773525
0.658514,0.0165543,0.270019,0.0288004,0.24697600000000003,0.915882,0.8152,0.117583,0.788463,0.440604,0.9618620000000001,0.6496390000000001,0.408967,0.769403,0.859159,0.7243539999999999,0.4726,0.341862,0.532305,0.878509,0.640706,0.755741,0.606716,0.773992
0.636994,0.014996700000000002,0.283256,0.025804300000000002,0.180591,0.8968010000000001,0.811525,0.239639,0.710066,0.29593200000000003,0.948258,0.554873,0.424617,0.758995,0.844598,0.720362,0.436007,0.391919,0.540565,0.822779,0.636179,0.798883,0.600348,0.818156
0.695213,0.016428799999999997,0.28581599999999996,0.037814999999999994,0.39213600000000004,0.9128700000000001,0.8934780000000001,0.410213,0.8220700000000001,0.290035,0.948074,0.6717920000000001,0.268214,0.642671,0.756845,0.58992,0.5904050000000001,0.174582,0.399946,0.9350809999999999,0.652998,0.699495,0.6456810000000001,0.703329
0.629602,0.0142879,0.31480199999999997,0.0307378,0.42672299999999996,0.933135,0.943915,0.569941,0.5190229999999999,0.183844,0.9676450000000001,0.337633,0.41050299999999995,0.758283,0.846398,0.725578,0.37359000000000003,0.359494,0.555715,0.810042,0.5512859999999999,0.7979390000000001,0.520155,0.812471
0.6516529999999999,0.018450099999999997,0.355244,0.030897000000000004,0.620455,0.945517,0.9508620000000001,0.74753,0.167142,0.579279,0.975281,0.271394,0.434263,0.7674,0.8474379999999999,0.739477,0.45024,0.358937,0.553298,0.8802209999999999,0.68314,0.711615,0.685106,0.711796
0.680295,0.0211535,0.28371799999999997,0.0333603,0.352173,0.9213610000000001,0.9067870000000001,0.34242,0.80233,0.300007,0.9542209999999999,0.65828,0.445438,0.763081,0.856814,0.718224,0.610779,0.38154,0.513095,0.893983,0.683584,0.7117720000000001,0.645828,0.730904
